datetime,day_of_week,total,place,angbutter,plain_bread,jam,americano,croissant,caffe_latte,tiramisu_croissant,cacao_deep,pain_au_chocolat,almond_croissant,milk_tea,gateau_chocolat,pandoro,cheese_cake,lemon_ade,orange_pound,wiener,vanila_latte,berry_ade,tiramisu,merinque_cookies,order_id,calories
2019-07-20 13:56,Sat,17800.0,onsite-takeout,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4de4c206811ec971c2e2955813ea5,1491.0
2019-07-21 11:07,Sun,18600.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53c4de9c206811ec971c2e2955813ea5,1851.0
2019-07-21 11:42,Sun,17300.0,onsite-takeout,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4deec206811ec971c2e2955813ea5,1555.0
2019-07-21 12:12,Sun,17800.0,onsite-takeout,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53c4df3c206811ec971c2e2955813ea5,1085.0
2019-07-21 12:25,Sun,14800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4df8c206811ec971c2e2955813ea5,1260.0
2019-07-21 12:29,Sun,16100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4dfdc206811ec971c2e2955813ea5,1440.0
2019-07-21 12:47,Sun,21000.0,onsite-takeout,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4e022206811ec971c2e2955813ea5,1745.0
2019-07-21 13:37,Sun,19300.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e07c206811ec971c2e2955813ea5,1346.0
2019-07-21 13:45,Sun,22300.0,onsite-takeout,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e0cc206811ec971c2e2955813ea5,1586.0
2019-07-21 14:05,Sun,18300.0,onsite-takeout,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4e11c206811ec971c2e2955813ea5,1085.0
2019-07-21 14:53,Sun,15300.0,onsite-takeout,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e16c206811ec971c2e2955813ea5,1141.0
2019-07-21 15:21,Sun,15100.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e1bc206811ec971c2e2955813ea5,1610.0
2019-07-22 11:38,Mon,15600.0,onsite-takeout,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e20c206811ec971c2e2955813ea5,1215.0
2019-07-22 12:16,Mon,19300.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4e266206811ec971c2e2955813ea5,1416.0
2019-07-22 12:24,Mon,18300.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4e2ac206811ec971c2e2955813ea5,1716.0
2019-07-22 12:41,Mon,18300.0,onsite-takeout,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e2fc206811ec971c2e2955813ea5,1962.0
2019-07-22 13:28,Mon,16600.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e34c206811ec971c2e2955813ea5,2140.0
2019-07-22 13:44,Mon,14800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e39c206811ec971c2e2955813ea5,1190.0
2019-07-22 14:47,Mon,26000.0,onsite-takeout,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e3ec206811ec971c2e2955813ea5,3000.0
2019-07-22 15:37,Mon,19600.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e43c206811ec971c2e2955813ea5,1910.0
2019-07-22 16:54,Mon,18600.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53c4e482206811ec971c2e2955813ea5,1701.0
2019-07-24 11:29,Wed,16400.0,onsite-takeout,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e4d2206811ec971c2e2955813ea5,1800.0
2019-07-24 11:56,Wed,27100.0,onsite-takeout,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4e522206811ec971c2e2955813ea5,2148.0
2019-07-24 13:24,Wed,18800.0,onsite-takeout,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e572206811ec971c2e2955813ea5,1100.0
2019-07-24 14:25,Wed,25400.0,onsite-takeout,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e5c2206811ec971c2e2955813ea5,2140.0
2019-07-24 14:28,Wed,26300.0,onsite-takeout,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4e612206811ec971c2e2955813ea5,1323.0
2019-07-24 15:36,Wed,16100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e66c206811ec971c2e2955813ea5,1640.0
2019-07-24 15:40,Wed,16100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e6bc206811ec971c2e2955813ea5,1750.0
2019-07-24 16:02,Wed,16400.0,onsite-takeout,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e702206811ec971c2e2955813ea5,1800.0
2019-07-24 17:20,Wed,15000.0,onsite-takeout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53c4e766206811ec971c2e2955813ea5,1370.0
2019-07-25 11:49,Thur,18600.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e7b6206811ec971c2e2955813ea5,2190.0
2019-07-25 11:57,Thur,26800.0,onsite-takeout,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4e7fc206811ec971c2e2955813ea5,1290.0
2019-07-25 12:01,Thur,35000.0,onsite-takeout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,53c4e860206811ec971c2e2955813ea5,3140.0
2019-07-25 12:35,Thur,38000.0,onsite-takeout,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53c4e8b0206811ec971c2e2955813ea5,4336.0
2019-07-25 13:01,Thur,23100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e8f6206811ec971c2e2955813ea5,2220.0
2019-07-25 13:05,Thur,17300.0,onsite-takeout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53c4e950206811ec971c2e2955813ea5,1635.0
2019-07-25 13:40,Thur,19600.0,onsite-takeout,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e9a0206811ec971c2e2955813ea5,1726.0
2019-07-25 13:42,Thur,15300.0,onsite-takeout,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4e9e6206811ec971c2e2955813ea5,735.0
2019-07-25 14:12,Thur,16100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4ea36206811ec971c2e2955813ea5,1320.0
2019-07-25 15:09,Thur,14300.0,onsite-takeout,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4ea86206811ec971c2e2955813ea5,1021.0
2019-07-25 15:57,Thur,15100.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4ead6206811ec971c2e2955813ea5,1610.0
2019-07-25 16:03,Thur,20000.0,onsite-takeout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53c4eb26206811ec971c2e2955813ea5,800.0
2019-07-26 11:26,Fri,25300.0,onsite-takeout,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4eb76206811ec971c2e2955813ea5,2137.0
2019-07-26 11:23,Fri,73200.0,onsite-takeout,4.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4ebc6206811ec971c2e2955813ea5,6923.0
2019-07-26 11:31,Fri,22800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53c4ec16206811ec971c2e2955813ea5,1740.0
2019-07-26 11:36,Fri,1293000.0,onsite-takeout,6.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4ec66206811ec971c2e2955813ea5,11175.0
2019-07-26 11:37,Fri,15000.0,onsite-takeout,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4ecb6206811ec971c2e2955813ea5,781.0
2019-07-26 11:55,Fri,20800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53c4ed06206811ec971c2e2955813ea5,2050.0
2019-07-26 13:19,Fri,25900.0,onsite-takeout,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53c4ed56206811ec971c2e2955813ea5,2810.0
2019-07-26 13:24,Fri,28100.0,onsite-takeout,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4eda6206811ec971c2e2955813ea5,2050.0
2019-07-26 14:05,Fri,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53c4edec206811ec971c2e2955813ea5,895.0
2019-07-26 14:24,Fri,35000.0,onsite-takeout,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,53c4ee46206811ec971c2e2955813ea5,3480.0
2019-07-26 14:52,Fri,22100.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53c4ee8c206811ec971c2e2955813ea5,1965.0
2019-07-26 14:56,Fri,16100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4eedc206811ec971c2e2955813ea5,1320.0
2019-07-27 11:29,Sat,18800.0,onsite-takeout,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4ef2c206811ec971c2e2955813ea5,1244.0
